2026-09-02T12:48:42.103012,demo,fixture_changes,
2026-09-02T12:48:42.116662,4ecb7eb7-3659-47b5-9691-6dd0528f6cab,feedback,action=deciding|useful=None|time_to_decision=None
2026-09-02T12:49:06.691094,demo,fixture_reject,
2026-09-02T12:49:06.704591,4ecb7eb7-3659-47b5-9691-6dd0528f6cab,feedback,action=deciding|useful=None|time_to_decision=None
2026-09-02T12:50:13.363365,0e671f3a-1e9f-4cba-b4f0-2a25c465138c,upload,file_size_kb=1
2026-09-02T12:50:13.468480,4ecb7eb7-3659-47b5-9691-6dd0528f6cab,feedback,action=deciding|useful=None|time_to_decision=0
2026-09-02T18:37:15.230134,demo,fixture_safe,
2026-09-02T18:37:15.244237,4ecb7eb7-3659-47b5-9691-6dd0528f6cab,feedback,action=deciding|useful=None|time_to_decision=None
2026-09-02T18:40:13.547402,demo,fixture_safe,
2026-09-02T18:40:13.552046,4ecb7eb7-3659-47b5-9691-6dd0528f6cab,feedback,action=deciding|useful=None|time_to_decision=None
2026-09-02T20:14:18.690003,demo,fixture_safe,
2026-09-02T20:14:43.384559,d35045b4-7149-44b0-bf70-668145e4ddd3,upload,file_size_kb=1
2026-09-02T20:14:43.407464,4ecb7eb7-3659-47b5-9691-6dd0528f6cab,feedback,action=deciding|useful=None|time_to_decision=0
2026-09-02T20:15:47.491731,demo,fixture_changes,
2026-09-02T20:16:10.730036,demo,fixture_reject,
2026-09-02T20:16:48.414581,1ef3b4f1-d959-46af-9063-ea93b3e9ef95,upload,file_size_kb=1
2026-09-02T20:16:48.457498,4ecb7eb7-3659-47b5-9691-6dd0528f6cab,feedback,action=deciding|useful=None|time_to_decision=0
2026-09-02T20:36:41.634958,6944d498-6f03-442c-ab5f-3d140c75fb63,upload,file_size_kb=1
2026-09-02T20:36:41.654995,4ecb7eb7-3659-47b5-9691-6dd0528f6cab,feedback,action=deciding|useful=None|time_to_decision=0
2026-09-02T20:37:43.205462,demo,fixture_safe,
2026-09-02T20:38:43.060288,d305ddd3-b00d-4047-9e97-159c1b6ed0d0,upload,file_size_kb=1
2026-09-02T20:38:43.095351,4ecb7eb7-3659-47b5-9691-6dd0528f6cab,feedback,action=deciding|useful=None|time_to_decision=0
2026-09-02T21:50:50.731397,48994be0-3bce-4cd3-b426-a3ac5fe27af6,upload,file_size_kb=1
2026-09-02T21:50:50.759014,4ecb7eb7-3659-47b5-9691-6dd0528f6cab,feedback,action=deciding|useful=None|time_to_decision=0
2026-09-02T21:51:21.828233,abfdf7fe-708c-412a-ab1f-69f0a8544d05,upload,file_size_kb=1
2026-09-02T21:51:21.855492,4ecb7eb7-3659-47b5-9691-6dd0528f6cab,feedback,action=deciding|useful=None|time_to_decision=0
2026-09-02T21:52:05.979541,fa30190a-bb8b-4d39-969b-029a276a95e5,upload,file_size_kb=1
2026-09-02T21:52:05.998695,4ecb7eb7-3659-47b5-9691-6dd0528f6cab,feedback,action=deciding|useful=None|time_to_decision=0
2026-09-02T21:52:32.695331,demo,fixture_reject,
2026-09-03T10:34:48.137161,demo,fixture_reject,
2026-09-03T10:34:52.059921,demo,fixture_changes,
2026-09-03T15:59:00.823983,demo,fixture_changes,
